"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","RENEWABLE","TOT","KTOE","A","1980",4745.682,
"AUS","RENEWABLE","TOT","KTOE","A","1981",5063.213,
"AUS","RENEWABLE","TOT","KTOE","A","1982",5173.465,
"AUS","RENEWABLE","TOT","KTOE","A","1983",5006.549,
"AUS","RENEWABLE","TOT","KTOE","A","1984",4912.525,
"AUS","RENEWABLE","TOT","KTOE","A","1985",5165.764,
"AUS","RENEWABLE","TOT","KTOE","A","1986",4729.345,
"AUS","RENEWABLE","TOT","KTOE","A","1987",4700.803,
"AUS","RENEWABLE","TOT","KTOE","A","1988",4809.803,
"AUS","RENEWABLE","TOT","KTOE","A","1989",4981.728,
"AUS","RENEWABLE","TOT","KTOE","A","1990",5074.181,
"AUS","RENEWABLE","TOT","KTOE","A","1991",5192.787,
"AUS","RENEWABLE","TOT","KTOE","A","1992",4728.035,
"AUS","RENEWABLE","TOT","KTOE","A","1993",5482.54,
"AUS","RENEWABLE","TOT","KTOE","A","1994",5382.158,
"AUS","RENEWABLE","TOT","KTOE","A","1995",5531.404,
"AUS","RENEWABLE","TOT","KTOE","A","1996",6109.33,
"AUS","RENEWABLE","TOT","KTOE","A","1997",6399.093,
"AUS","RENEWABLE","TOT","KTOE","A","1998",6184.614,
"AUS","RENEWABLE","TOT","KTOE","A","1999",6269.25,
"AUS","RENEWABLE","TOT","KTOE","A","2000",6353.578,
"AUS","RENEWABLE","TOT","KTOE","A","2001",6478.533,
"AUS","RENEWABLE","TOT","KTOE","A","2002",6755.817,
"AUS","RENEWABLE","TOT","KTOE","A","2003",6626.507,
"AUS","RENEWABLE","TOT","KTOE","A","2004",6529.99,
"AUS","RENEWABLE","TOT","KTOE","A","2005",6462.439,
"AUS","RENEWABLE","TOT","KTOE","A","2006",6652.609,
"AUS","RENEWABLE","TOT","KTOE","A","2007",6874.774,
"AUS","RENEWABLE","TOT","KTOE","A","2008",7056.564,
"AUS","RENEWABLE","TOT","KTOE","A","2009",5582.317,
"AUS","RENEWABLE","TOT","KTOE","A","2010",6677.371,
"AUS","RENEWABLE","TOT","KTOE","A","2011",6922.845,
"AUS","RENEWABLE","TOT","KTOE","A","2012",6896.422,
"AUS","RENEWABLE","TOT","KTOE","A","2013",7663.548,
"AUS","RENEWABLE","TOT","KTOE","A","2014",7924.376,
"AUS","RENEWABLE","TOT","KTOE","A","2015",8005.364,
"AUS","RENEWABLE","TOT","KTOE","A","2016",8287.938,
"AUS","RENEWABLE","TOT","KTOE","A","2017",8907.443,
"AUT","RENEWABLE","TOT","KTOE","A","1980",3607.218,
"AUT","RENEWABLE","TOT","KTOE","A","1981",3878.6,
"AUT","RENEWABLE","TOT","KTOE","A","1982",4031.327,
"AUT","RENEWABLE","TOT","KTOE","A","1983",4026.287,
"AUT","RENEWABLE","TOT","KTOE","A","1984",4111.073,
"AUT","RENEWABLE","TOT","KTOE","A","1985",4443.522,
"AUT","RENEWABLE","TOT","KTOE","A","1986",4718.787,
"AUT","RENEWABLE","TOT","KTOE","A","1987",5277.983,
"AUT","RENEWABLE","TOT","KTOE","A","1988",6233.511,
"AUT","RENEWABLE","TOT","KTOE","A","1989",5719.814,
"AUT","RENEWABLE","TOT","KTOE","A","1990",5037.704,
"AUT","RENEWABLE","TOT","KTOE","A","1991",5247.697,
"AUT","RENEWABLE","TOT","KTOE","A","1992",5489.544,
"AUT","RENEWABLE","TOT","KTOE","A","1993",5780.459,
"AUT","RENEWABLE","TOT","KTOE","A","1994",5607.47,
"AUT","RENEWABLE","TOT","KTOE","A","1995",5890.733,
"AUT","RENEWABLE","TOT","KTOE","A","1996",5839.319,
"AUT","RENEWABLE","TOT","KTOE","A","1997",5902.818,
"AUT","RENEWABLE","TOT","KTOE","A","1998",5944.674,
"AUT","RENEWABLE","TOT","KTOE","A","1999",6644.62,
"AUT","RENEWABLE","TOT","KTOE","A","2000",6574.008,
"AUT","RENEWABLE","TOT","KTOE","A","2001",6659.505,
"AUT","RENEWABLE","TOT","KTOE","A","2002",6481.977,
"AUT","RENEWABLE","TOT","KTOE","A","2003",6016.552,
"AUT","RENEWABLE","TOT","KTOE","A","2004",6418.325,
"AUT","RENEWABLE","TOT","KTOE","A","2005",6948.173,
"AUT","RENEWABLE","TOT","KTOE","A","2006",7362.372,
"AUT","RENEWABLE","TOT","KTOE","A","2007",7854.861,
"AUT","RENEWABLE","TOT","KTOE","A","2008",8212.478,
"AUT","RENEWABLE","TOT","KTOE","A","2009",8716.515,
"AUT","RENEWABLE","TOT","KTOE","A","2010",9016.037,
"AUT","RENEWABLE","TOT","KTOE","A","2011",8669.651,
"AUT","RENEWABLE","TOT","KTOE","A","2012",9818.319,
"AUT","RENEWABLE","TOT","KTOE","A","2013",10092.466,
"AUT","RENEWABLE","TOT","KTOE","A","2014",9741.687,
"AUT","RENEWABLE","TOT","KTOE","A","2015",9742.269,
"AUT","RENEWABLE","TOT","KTOE","A","2016",10050.168,
"AUT","RENEWABLE","TOT","KTOE","A","2017",10035.636,
"BEL","RENEWABLE","TOT","KTOE","A","1980",81.299,
"BEL","RENEWABLE","TOT","KTOE","A","1981",88.769,
"BEL","RENEWABLE","TOT","KTOE","A","1982",37.135,
"BEL","RENEWABLE","TOT","KTOE","A","1983",39.926,
"BEL","RENEWABLE","TOT","KTOE","A","1984",42.84,
"BEL","RENEWABLE","TOT","KTOE","A","1985",50.235,
"BEL","RENEWABLE","TOT","KTOE","A","1986",76.283,
"BEL","RENEWABLE","TOT","KTOE","A","1987",92.171,
"BEL","RENEWABLE","TOT","KTOE","A","1988",98.122,
"BEL","RENEWABLE","TOT","KTOE","A","1989",287.742,
"BEL","RENEWABLE","TOT","KTOE","A","1990",481.175,
"BEL","RENEWABLE","TOT","KTOE","A","1991",486.844,
"BEL","RENEWABLE","TOT","KTOE","A","1992",482.732,
"BEL","RENEWABLE","TOT","KTOE","A","1993",408.646,
"BEL","RENEWABLE","TOT","KTOE","A","1994",405.371,
"BEL","RENEWABLE","TOT","KTOE","A","1995",527.998,
"BEL","RENEWABLE","TOT","KTOE","A","1996",527.114,
"BEL","RENEWABLE","TOT","KTOE","A","1997",518.888,
"BEL","RENEWABLE","TOT","KTOE","A","1998",570.102,
"BEL","RENEWABLE","TOT","KTOE","A","1999",606.249,
"BEL","RENEWABLE","TOT","KTOE","A","2000",638.021,
"BEL","RENEWABLE","TOT","KTOE","A","2001",703.707,
"BEL","RENEWABLE","TOT","KTOE","A","2002",711.597,
"BEL","RENEWABLE","TOT","KTOE","A","2003",867.298,
"BEL","RENEWABLE","TOT","KTOE","A","2004",965.845,
"BEL","RENEWABLE","TOT","KTOE","A","2005",1156.291,
"BEL","RENEWABLE","TOT","KTOE","A","2006",1364.864,
"BEL","RENEWABLE","TOT","KTOE","A","2007",1590.919,
"BEL","RENEWABLE","TOT","KTOE","A","2008",1910.459,
"BEL","RENEWABLE","TOT","KTOE","A","2009",2268.206,
"BEL","RENEWABLE","TOT","KTOE","A","2010",2833.011,
"BEL","RENEWABLE","TOT","KTOE","A","2011",3119.803,
"BEL","RENEWABLE","TOT","KTOE","A","2012",3364.653,
"BEL","RENEWABLE","TOT","KTOE","A","2013",3505.048,
"BEL","RENEWABLE","TOT","KTOE","A","2014",3398.164,
"BEL","RENEWABLE","TOT","KTOE","A","2015",3664.295,
"BEL","RENEWABLE","TOT","KTOE","A","2016",3915.997,
"BEL","RENEWABLE","TOT","KTOE","A","2017",4129.034,
"CAN","RENEWABLE","TOT","KTOE","A","1980",29243.379,
"CAN","RENEWABLE","TOT","KTOE","A","1981",30160.457,
"CAN","RENEWABLE","TOT","KTOE","A","1982",29373.889,
"CAN","RENEWABLE","TOT","KTOE","A","1983",30820.345,
"CAN","RENEWABLE","TOT","KTOE","A","1984",32576.231,
"CAN","RENEWABLE","TOT","KTOE","A","1985",34587.197,
"CAN","RENEWABLE","TOT","KTOE","A","1986",35574.466,
"CAN","RENEWABLE","TOT","KTOE","A","1987",36145.48,
"CAN","RENEWABLE","TOT","KTOE","A","1988",35364.603,
"CAN","RENEWABLE","TOT","KTOE","A","1989",33663.051,
"CAN","RENEWABLE","TOT","KTOE","A","1990",36327.19,
"CAN","RENEWABLE","TOT","KTOE","A","1991",37303.541,
"CAN","RENEWABLE","TOT","KTOE","A","1992",38080.041,
"CAN","RENEWABLE","TOT","KTOE","A","1993",38745.141,
"CAN","RENEWABLE","TOT","KTOE","A","1994",40750.487,
"CAN","RENEWABLE","TOT","KTOE","A","1995",41661.898,
"CAN","RENEWABLE","TOT","KTOE","A","1996",42689.673,
"CAN","RENEWABLE","TOT","KTOE","A","1997",42317.532,
"CAN","RENEWABLE","TOT","KTOE","A","1998",41410.166,
"CAN","RENEWABLE","TOT","KTOE","A","1999",43270.704,
"CAN","RENEWABLE","TOT","KTOE","A","2000",44581.924,
"CAN","RENEWABLE","TOT","KTOE","A","2001",41478.112,
"CAN","RENEWABLE","TOT","KTOE","A","2002",44148.276,
"CAN","RENEWABLE","TOT","KTOE","A","2003",42822.642,
"CAN","RENEWABLE","TOT","KTOE","A","2004",44200.058,
"CAN","RENEWABLE","TOT","KTOE","A","2005",45552.995,
"CAN","RENEWABLE","TOT","KTOE","A","2006",44266.739,
"CAN","RENEWABLE","TOT","KTOE","A","2007",45919.959,
"CAN","RENEWABLE","TOT","KTOE","A","2008",45966.747,
"CAN","RENEWABLE","TOT","KTOE","A","2009",45008.923,
"CAN","RENEWABLE","TOT","KTOE","A","2010",44004.666,
"CAN","RENEWABLE","TOT","KTOE","A","2011",46472.93,
"CAN","RENEWABLE","TOT","KTOE","A","2012",47156.826,
"CAN","RENEWABLE","TOT","KTOE","A","2013",49437.705,
"CAN","RENEWABLE","TOT","KTOE","A","2014",49060.63,
"CAN","RENEWABLE","TOT","KTOE","A","2015",49279.011,
"CAN","RENEWABLE","TOT","KTOE","A","2016",48793.461,
"CAN","RENEWABLE","TOT","KTOE","A","2017",50277.577,
"CZE","RENEWABLE","TOT","KTOE","A","1980",206.277,
"CZE","RENEWABLE","TOT","KTOE","A","1981",177.214,
"CZE","RENEWABLE","TOT","KTOE","A","1982",143.594,
"CZE","RENEWABLE","TOT","KTOE","A","1983",142.304,
"CZE","RENEWABLE","TOT","KTOE","A","1984",111.608,
"CZE","RENEWABLE","TOT","KTOE","A","1985",143.68,
"CZE","RENEWABLE","TOT","KTOE","A","1986",161.307,
"CZE","RENEWABLE","TOT","KTOE","A","1987",211.952,
"CZE","RENEWABLE","TOT","KTOE","A","1988",180.482,
"CZE","RENEWABLE","TOT","KTOE","A","1989",141.273,
"CZE","RENEWABLE","TOT","KTOE","A","1990",1140.671,
"CZE","RENEWABLE","TOT","KTOE","A","1991",1144.296,
"CZE","RENEWABLE","TOT","KTOE","A","1992",1673.765,
"CZE","RENEWABLE","TOT","KTOE","A","1993",1644.295,
"CZE","RENEWABLE","TOT","KTOE","A","1994",1585.721,
"CZE","RENEWABLE","TOT","KTOE","A","1995",1431.718,
"CZE","RENEWABLE","TOT","KTOE","A","1996",1428.811,
"CZE","RENEWABLE","TOT","KTOE","A","1997",1561.561,
"CZE","RENEWABLE","TOT","KTOE","A","1998",1592.233,
"CZE","RENEWABLE","TOT","KTOE","A","1999",1679.722,
"CZE","RENEWABLE","TOT","KTOE","A","2000",1614.632,
"CZE","RENEWABLE","TOT","KTOE","A","2001",1740.718,
"CZE","RENEWABLE","TOT","KTOE","A","2002",1955.177,
"CZE","RENEWABLE","TOT","KTOE","A","2003",1832.35,
"CZE","RENEWABLE","TOT","KTOE","A","2004",2013.91,
"CZE","RENEWABLE","TOT","KTOE","A","2005",2087.217,
"CZE","RENEWABLE","TOT","KTOE","A","2006",2213.074,
"CZE","RENEWABLE","TOT","KTOE","A","2007",2319.662,
"CZE","RENEWABLE","TOT","KTOE","A","2008",2517.632,
"CZE","RENEWABLE","TOT","KTOE","A","2009",2842.686,
"CZE","RENEWABLE","TOT","KTOE","A","2010",3131.293,
"CZE","RENEWABLE","TOT","KTOE","A","2011",3439.84,
"CZE","RENEWABLE","TOT","KTOE","A","2012",3687.265,
"CZE","RENEWABLE","TOT","KTOE","A","2013",4050.201,
"CZE","RENEWABLE","TOT","KTOE","A","2014",4175.393,
"CZE","RENEWABLE","TOT","KTOE","A","2015",4279.478,
"CZE","RENEWABLE","TOT","KTOE","A","2016",4310.901,
"CZE","RENEWABLE","TOT","KTOE","A","2017",4466.079,
"DNK","RENEWABLE","TOT","KTOE","A","1980",586.358,
"DNK","RENEWABLE","TOT","KTOE","A","1981",704.915,
"DNK","RENEWABLE","TOT","KTOE","A","1982",758.479,
"DNK","RENEWABLE","TOT","KTOE","A","1983",793.914,
"DNK","RENEWABLE","TOT","KTOE","A","1984",833.926,
"DNK","RENEWABLE","TOT","KTOE","A","1985",858.617,
"DNK","RENEWABLE","TOT","KTOE","A","1986",933.195,
"DNK","RENEWABLE","TOT","KTOE","A","1987",1067.255,
"DNK","RENEWABLE","TOT","KTOE","A","1988",1076.86,
"DNK","RENEWABLE","TOT","KTOE","A","1989",1091.23,
"DNK","RENEWABLE","TOT","KTOE","A","1990",1031.642,
"DNK","RENEWABLE","TOT","KTOE","A","1991",1125.705,
"DNK","RENEWABLE","TOT","KTOE","A","1992",1192.338,
"DNK","RENEWABLE","TOT","KTOE","A","1993",1245.993,
"DNK","RENEWABLE","TOT","KTOE","A","1994",1241.774,
"DNK","RENEWABLE","TOT","KTOE","A","1995",1298.482,
"DNK","RENEWABLE","TOT","KTOE","A","1996",1374.682,
"DNK","RENEWABLE","TOT","KTOE","A","1997",1477.616,
"DNK","RENEWABLE","TOT","KTOE","A","1998",1546.604,
"DNK","RENEWABLE","TOT","KTOE","A","1999",1628.461,
"DNK","RENEWABLE","TOT","KTOE","A","2000",1796.742,
"DNK","RENEWABLE","TOT","KTOE","A","2001",1952.255,
"DNK","RENEWABLE","TOT","KTOE","A","2002",2093.089,
"DNK","RENEWABLE","TOT","KTOE","A","2003",2412.062,
"DNK","RENEWABLE","TOT","KTOE","A","2004",2666.878,
"DNK","RENEWABLE","TOT","KTOE","A","2005",2839.53,
"DNK","RENEWABLE","TOT","KTOE","A","2006",2889.033,
"DNK","RENEWABLE","TOT","KTOE","A","2007",3205.276,
"DNK","RENEWABLE","TOT","KTOE","A","2008",3247.415,
"DNK","RENEWABLE","TOT","KTOE","A","2009",3300.677,
"DNK","RENEWABLE","TOT","KTOE","A","2010",3919.226,
"DNK","RENEWABLE","TOT","KTOE","A","2011",4000.71,
"DNK","RENEWABLE","TOT","KTOE","A","2012",4183.376,
"DNK","RENEWABLE","TOT","KTOE","A","2013",4333.298,
"DNK","RENEWABLE","TOT","KTOE","A","2014",4532.107,
"DNK","RENEWABLE","TOT","KTOE","A","2015",4818.49,
"DNK","RENEWABLE","TOT","KTOE","A","2016",5008.117,
"DNK","RENEWABLE","TOT","KTOE","A","2017",5927.212,
"FIN","RENEWABLE","TOT","KTOE","A","1980",4342.495,
"FIN","RENEWABLE","TOT","KTOE","A","1981",4750.402,
"FIN","RENEWABLE","TOT","KTOE","A","1982",4518.959,
"FIN","RENEWABLE","TOT","KTOE","A","1983",4904.042,
"FIN","RENEWABLE","TOT","KTOE","A","1984",5152.374,
"FIN","RENEWABLE","TOT","KTOE","A","1985",4778.322,
"FIN","RENEWABLE","TOT","KTOE","A","1986",4805.78,
"FIN","RENEWABLE","TOT","KTOE","A","1987",5155.273,
"FIN","RENEWABLE","TOT","KTOE","A","1988",5081.652,
"FIN","RENEWABLE","TOT","KTOE","A","1989",5371.606,
"FIN","RENEWABLE","TOT","KTOE","A","1990",5490.169,
"FIN","RENEWABLE","TOT","KTOE","A","1991",5316.92,
"FIN","RENEWABLE","TOT","KTOE","A","1992",5380.839,
"FIN","RENEWABLE","TOT","KTOE","A","1993",5652.756,
"FIN","RENEWABLE","TOT","KTOE","A","1994",5796.814,
"FIN","RENEWABLE","TOT","KTOE","A","1995",6128.122,
"FIN","RENEWABLE","TOT","KTOE","A","1996",6162.204,
"FIN","RENEWABLE","TOT","KTOE","A","1997",6744.65,
"FIN","RENEWABLE","TOT","KTOE","A","1998",7246.848,
"FIN","RENEWABLE","TOT","KTOE","A","1999",7255.637,
"FIN","RENEWABLE","TOT","KTOE","A","2000",7750.764,
"FIN","RENEWABLE","TOT","KTOE","A","2001",7483.023,
"FIN","RENEWABLE","TOT","KTOE","A","2002",7785.725,
"FIN","RENEWABLE","TOT","KTOE","A","2003",7838.245,
"FIN","RENEWABLE","TOT","KTOE","A","2004",8669.216,
"FIN","RENEWABLE","TOT","KTOE","A","2005",8085.798,
"FIN","RENEWABLE","TOT","KTOE","A","2006",8690.702,
"FIN","RENEWABLE","TOT","KTOE","A","2007",8656.796,
"FIN","RENEWABLE","TOT","KTOE","A","2008",9142.272,
"FIN","RENEWABLE","TOT","KTOE","A","2009",8052.127,
"FIN","RENEWABLE","TOT","KTOE","A","2010",9343.812,
"FIN","RENEWABLE","TOT","KTOE","A","2011",9143.936,
"FIN","RENEWABLE","TOT","KTOE","A","2012",9990.651,
"FIN","RENEWABLE","TOT","KTOE","A","2013",9912.088,
"FIN","RENEWABLE","TOT","KTOE","A","2014",10300.426,
"FIN","RENEWABLE","TOT","KTOE","A","2015",10489.184,
"FIN","RENEWABLE","TOT","KTOE","A","2016",10612.477,
"FIN","RENEWABLE","TOT","KTOE","A","2017",11191.334,
"FRA","RENEWABLE","TOT","KTOE","A","1980",14681.106,
"FRA","RENEWABLE","TOT","KTOE","A","1981",14617.579,
"FRA","RENEWABLE","TOT","KTOE","A","1982",14664.865,
"FRA","RENEWABLE","TOT","KTOE","A","1983",15496.485,
"FRA","RENEWABLE","TOT","KTOE","A","1984",15369.624,
"FRA","RENEWABLE","TOT","KTOE","A","1985",16274.229,
"FRA","RENEWABLE","TOT","KTOE","A","1986",16070.899,
"FRA","RENEWABLE","TOT","KTOE","A","1987",17308.249,
"FRA","RENEWABLE","TOT","KTOE","A","1988",17118.464,
"FRA","RENEWABLE","TOT","KTOE","A","1989",14386.763,
"FRA","RENEWABLE","TOT","KTOE","A","1990",15224.261,
"FRA","RENEWABLE","TOT","KTOE","A","1991",17144.869,
"FRA","RENEWABLE","TOT","KTOE","A","1992",17814.996,
"FRA","RENEWABLE","TOT","KTOE","A","1993",17053.445,
"FRA","RENEWABLE","TOT","KTOE","A","1994",17239.577,
"FRA","RENEWABLE","TOT","KTOE","A","1995",17035.258,
"FRA","RENEWABLE","TOT","KTOE","A","1996",17229.621,
"FRA","RENEWABLE","TOT","KTOE","A","1997",16167.101,
"FRA","RENEWABLE","TOT","KTOE","A","1998",16016.305,
"FRA","RENEWABLE","TOT","KTOE","A","1999",16522.662,
"FRA","RENEWABLE","TOT","KTOE","A","2000",15738.697,
"FRA","RENEWABLE","TOT","KTOE","A","2001",16586.415,
"FRA","RENEWABLE","TOT","KTOE","A","2002",15014.541,
"FRA","RENEWABLE","TOT","KTOE","A","2003",15458.761,
"FRA","RENEWABLE","TOT","KTOE","A","2004",15716.413,
"FRA","RENEWABLE","TOT","KTOE","A","2005",15730.114,
"FRA","RENEWABLE","TOT","KTOE","A","2006",15377.057,
"FRA","RENEWABLE","TOT","KTOE","A","2007",16812.726,
"FRA","RENEWABLE","TOT","KTOE","A","2008",18896.079,
"FRA","RENEWABLE","TOT","KTOE","A","2009",19085.837,
"FRA","RENEWABLE","TOT","KTOE","A","2010",21221.935,
"FRA","RENEWABLE","TOT","KTOE","A","2011",18524.221,
"FRA","RENEWABLE","TOT","KTOE","A","2012",21123.078,
"FRA","RENEWABLE","TOT","KTOE","A","2013",23445.887,
"FRA","RENEWABLE","TOT","KTOE","A","2014",21786.663,
"FRA","RENEWABLE","TOT","KTOE","A","2015",22355.039,
"FRA","RENEWABLE","TOT","KTOE","A","2016",24581.687,
"FRA","RENEWABLE","TOT","KTOE","A","2017",23925.634,
"DEU","RENEWABLE","TOT","KTOE","A","1980",5405.69,
"DEU","RENEWABLE","TOT","KTOE","A","1981",5773.407,
"DEU","RENEWABLE","TOT","KTOE","A","1982",6057.806,
"DEU","RENEWABLE","TOT","KTOE","A","1983",5959.63,
"DEU","RENEWABLE","TOT","KTOE","A","1984",6281.012,
"DEU","RENEWABLE","TOT","KTOE","A","1985",6255.746,
"DEU","RENEWABLE","TOT","KTOE","A","1986",5417.794,
"DEU","RENEWABLE","TOT","KTOE","A","1987",5370.683,
"DEU","RENEWABLE","TOT","KTOE","A","1988",5689.639,
"DEU","RENEWABLE","TOT","KTOE","A","1989",5371.334,
"DEU","RENEWABLE","TOT","KTOE","A","1990",5313.432,
"DEU","RENEWABLE","TOT","KTOE","A","1991",5069.461,
"DEU","RENEWABLE","TOT","KTOE","A","1992",5365.778,
"DEU","RENEWABLE","TOT","KTOE","A","1993",5478.954,
"DEU","RENEWABLE","TOT","KTOE","A","1994",5777.955,
"DEU","RENEWABLE","TOT","KTOE","A","1995",5976.841,
"DEU","RENEWABLE","TOT","KTOE","A","1996",6164.545,
"DEU","RENEWABLE","TOT","KTOE","A","1997",7122.156,
"DEU","RENEWABLE","TOT","KTOE","A","1998",7684.819,
"DEU","RENEWABLE","TOT","KTOE","A","1999",7964.111,
"DEU","RENEWABLE","TOT","KTOE","A","2000",8983.304,
"DEU","RENEWABLE","TOT","KTOE","A","2001",9636.056,
"DEU","RENEWABLE","TOT","KTOE","A","2002",10782.908,
"DEU","RENEWABLE","TOT","KTOE","A","2003",12730.551,
"DEU","RENEWABLE","TOT","KTOE","A","2004",14614.132,
"DEU","RENEWABLE","TOT","KTOE","A","2005",17209.148,
"DEU","RENEWABLE","TOT","KTOE","A","2006",20580.968,
"DEU","RENEWABLE","TOT","KTOE","A","2007",23727.741,
"DEU","RENEWABLE","TOT","KTOE","A","2008",23352.134,
"DEU","RENEWABLE","TOT","KTOE","A","2009",24481.455,
"DEU","RENEWABLE","TOT","KTOE","A","2010",27570.604,
"DEU","RENEWABLE","TOT","KTOE","A","2011",29300.581,
"DEU","RENEWABLE","TOT","KTOE","A","2012",32251.908,
"DEU","RENEWABLE","TOT","KTOE","A","2013",33397.603,
"DEU","RENEWABLE","TOT","KTOE","A","2014",35406.396,
"DEU","RENEWABLE","TOT","KTOE","A","2015",38353.978,
"DEU","RENEWABLE","TOT","KTOE","A","2016",38915.329,
"DEU","RENEWABLE","TOT","KTOE","A","2017",42182.835,
"GRC","RENEWABLE","TOT","KTOE","A","1980",742.763,
"GRC","RENEWABLE","TOT","KTOE","A","1981",742.935,
"GRC","RENEWABLE","TOT","KTOE","A","1982",756.177,
"GRC","RENEWABLE","TOT","KTOE","A","1983",651.19,
"GRC","RENEWABLE","TOT","KTOE","A","1984",696.074,
"GRC","RENEWABLE","TOT","KTOE","A","1985",691.173,
"GRC","RENEWABLE","TOT","KTOE","A","1986",728.146,
"GRC","RENEWABLE","TOT","KTOE","A","1987",739.123,
"GRC","RENEWABLE","TOT","KTOE","A","1988",703.525,
"GRC","RENEWABLE","TOT","KTOE","A","1989",678.027,
"GRC","RENEWABLE","TOT","KTOE","A","1990",1104.653,
"GRC","RENEWABLE","TOT","KTOE","A","1991",1229.665,
"GRC","RENEWABLE","TOT","KTOE","A","1992",1161.57,
"GRC","RENEWABLE","TOT","KTOE","A","1993",1177.902,
"GRC","RENEWABLE","TOT","KTOE","A","1994",1203.535,
"GRC","RENEWABLE","TOT","KTOE","A","1995",1289.047,
"GRC","RENEWABLE","TOT","KTOE","A","1996",1374.023,
"GRC","RENEWABLE","TOT","KTOE","A","1997",1339.754,
"GRC","RENEWABLE","TOT","KTOE","A","1998",1328.896,
"GRC","RENEWABLE","TOT","KTOE","A","1999",1419.399,
"GRC","RENEWABLE","TOT","KTOE","A","2000",1402.56,
"GRC","RENEWABLE","TOT","KTOE","A","2001",1318.448,
"GRC","RENEWABLE","TOT","KTOE","A","2002",1392.917,
"GRC","RENEWABLE","TOT","KTOE","A","2003",1538.195,
"GRC","RENEWABLE","TOT","KTOE","A","2004",1570.876,
"GRC","RENEWABLE","TOT","KTOE","A","2005",1643.365,
"GRC","RENEWABLE","TOT","KTOE","A","2006",1783.35,
"GRC","RENEWABLE","TOT","KTOE","A","2007",1727.251,
"GRC","RENEWABLE","TOT","KTOE","A","2008",1709.249,
"GRC","RENEWABLE","TOT","KTOE","A","2009",1865.733,
"GRC","RENEWABLE","TOT","KTOE","A","2010",2131.304,
"GRC","RENEWABLE","TOT","KTOE","A","2011",2139.85,
"GRC","RENEWABLE","TOT","KTOE","A","2012",2448.634,
"GRC","RENEWABLE","TOT","KTOE","A","2013",2615.428,
"GRC","RENEWABLE","TOT","KTOE","A","2014",2444.439,
"GRC","RENEWABLE","TOT","KTOE","A","2015",2777.438,
"GRC","RENEWABLE","TOT","KTOE","A","2016",2639.525,
"GRC","RENEWABLE","TOT","KTOE","A","2017",2590.781,
"HUN","RENEWABLE","TOT","KTOE","A","1980",525.131,
"HUN","RENEWABLE","TOT","KTOE","A","1981",580.319,
"HUN","RENEWABLE","TOT","KTOE","A","1982",561.011,
"HUN","RENEWABLE","TOT","KTOE","A","1983",560.978,
"HUN","RENEWABLE","TOT","KTOE","A","1984",681.537,
"HUN","RENEWABLE","TOT","KTOE","A","1985",600.507,
"HUN","RENEWABLE","TOT","KTOE","A","1986",520.384,
"HUN","RENEWABLE","TOT","KTOE","A","1987",529.865,
"HUN","RENEWABLE","TOT","KTOE","A","1988",458.235,
"HUN","RENEWABLE","TOT","KTOE","A","1989",501.213,
"HUN","RENEWABLE","TOT","KTOE","A","1990",746.007,
"HUN","RENEWABLE","TOT","KTOE","A","1991",796.538,
"HUN","RENEWABLE","TOT","KTOE","A","1992",796.141,
"HUN","RENEWABLE","TOT","KTOE","A","1993",818.396,
"HUN","RENEWABLE","TOT","KTOE","A","1994",820.068,
"HUN","RENEWABLE","TOT","KTOE","A","1995",868.606,
"HUN","RENEWABLE","TOT","KTOE","A","1996",858.107,
"HUN","RENEWABLE","TOT","KTOE","A","1997",840.395,
"HUN","RENEWABLE","TOT","KTOE","A","1998",835.651,
"HUN","RENEWABLE","TOT","KTOE","A","1999",843.428,
"HUN","RENEWABLE","TOT","KTOE","A","2000",830.223,
"HUN","RENEWABLE","TOT","KTOE","A","2001",868.377,
"HUN","RENEWABLE","TOT","KTOE","A","2002",877.234,
"HUN","RENEWABLE","TOT","KTOE","A","2003",906.132,
"HUN","RENEWABLE","TOT","KTOE","A","2004",949.619,
"HUN","RENEWABLE","TOT","KTOE","A","2005",1689.678,
"HUN","RENEWABLE","TOT","KTOE","A","2006",1704.548,
"HUN","RENEWABLE","TOT","KTOE","A","2007",1882.192,
"HUN","RENEWABLE","TOT","KTOE","A","2008",1991.884,
"HUN","RENEWABLE","TOT","KTOE","A","2009",2541.922,
"HUN","RENEWABLE","TOT","KTOE","A","2010",2778.156,
"HUN","RENEWABLE","TOT","KTOE","A","2011",2886.978,
"HUN","RENEWABLE","TOT","KTOE","A","2012",2951.875,
"HUN","RENEWABLE","TOT","KTOE","A","2013",3111.845,
"HUN","RENEWABLE","TOT","KTOE","A","2014",2859.005,
"HUN","RENEWABLE","TOT","KTOE","A","2015",3016.95,
"HUN","RENEWABLE","TOT","KTOE","A","2016",2998.729,
"HUN","RENEWABLE","TOT","KTOE","A","2017",2892.152,
"ISL","RENEWABLE","TOT","KTOE","A","1980",904.18,
"ISL","RENEWABLE","TOT","KTOE","A","1981",1096.398,
"ISL","RENEWABLE","TOT","KTOE","A","1982",1161.699,
"ISL","RENEWABLE","TOT","KTOE","A","1983",1230.004,
"ISL","RENEWABLE","TOT","KTOE","A","1984",1251.013,
"ISL","RENEWABLE","TOT","KTOE","A","1985",1252.589,
"ISL","RENEWABLE","TOT","KTOE","A","1986",1276.092,
